date,city,temperature,humidity,wind_speed,pressure,condition
2023-08-27,Gadchiroli,37.7,45.3,16.6,1002.7,Sunny
2023-08-27,Gondia,36.3,47.4,3.1,1013.2,Sunny
2023-08-27,Hyderabad,31.8,50.4,9.3,1003.6,Cloudy
2023-08-27,Jaipur,39.1,31.1,17.8,1007.3,Rainy
2023-08-27,Kolkata,30.0,55.4,7.5,1007.5,Sunny
2023-08-27,Lucknow,25.0,54.7,3.5,1006.7,Cloudy
2023-08-27,Mumbai,34.5,54.8,10.3,1012.5,Cloudy
2023-08-27,Nagpur,32.6,45.2,4.7,1009.8,Cloudy
2023-08-27,Pune,29.0,49.6,6.1,1015.7,Sunny
2023-08-27,Wardha,48.1,48.7,10.5,1016.4,Stormy
2023-08-27,Washim,40.8,32.7,4.8,1007.9,Stormy
2023-08-27,Yavatmal,38.4,49.4,7.7,1013.8,Sunny
2023-08-28,Ahmedabad,35.2,58.4,14.8,1010.5,Rainy
2023-08-28,Akola,40.6,34.8,3.6,1009.4,Cloudy
2023-08-28,Amravati,38.4,44.7,6.0,1003.0,Rainy
2023-08-28,Bengaluru,28.3,65.7,10.1,999.8,Rainy
2023-08-28,Bhandara,41.4,63.0,8.9,1013.0,Cloudy
2023-08-28,Chandrapur,40.8,47.7,7.7,999.4,Sunny
2023-08-28,Chennai,33.3,79.3,20.2,1019.9,Cloudy
2023-08-28,Delhi,36.8,40.4,6.8,1012.8,Partly Cloudy
2023-08-28,Gadchiroli,33.5,35.4,6.5,999.9,Partly Cloudy
2023-08-28,Gondia,38.4,55.3,13.0,1011.7,Sunny
2023-08-28,Hyderabad,35.4,58.1,9.4,1018.0,Cloudy
2023-08-28,Jaipur,36.7,29.1,13.1,1000.2,Stormy
2023-08-28,Kolkata,30.4,69.2,9.6,1013.1,Windy
2023-08-28,Lucknow,29.2,60.9,10.9,999.0,Cloudy
2023-08-28,Mumbai,35.0,81.3,14.4,1010.4,Partly Cloudy
2023-08-28,Nagpur,38.1,48.3,5.8,1004.2,Sunny
2023-08-28,Pune,28.8,53.3,8.5,1018.4,Sunny
2023-08-28,Wardha,41.7,61.9,15.5,1015.1,Cloudy
2023-08-28,Washim,37.6,50.1,5.9,1010.3,Cloudy
2023-08-28,Yavatmal,33.4,40.6,8.0,1010.7,Rainy
2023-08-29,Ahmedabad,36.2,32.0,16.2,1019.0,Sunny
2023-08-29,Akola,38.5,37.8,11.2,1006.3,Foggy
2023-08-29,Amravati,40.6,32.7,8.9,1012.9,Cloudy
2023-08-29,Bengaluru,29.7,55.7,13.2,1007.0,Cloudy
2023-08-29,Bhandara,37.3,46.6,14.9,1001.8,Cloudy
2023-08-29,Chandrapur,32.9,50.7,12.6,1002.3,Windy
2023-08-29,Chennai,33.3,76.2,15.1,1012.2,Stormy
2023-08-29,Delhi,30.9,53.6,14.5,1010.3,Stormy
2023-08-29,Gadchiroli,34.9,68.9,15.2,1009.1,Sunny
2023-08-29,Gondia,35.9,51.2,16.5,1008.4,Sunny
2023-08-29,Hyderabad,33.0,46.0,8.4,1008.1,Sunny
2023-08-29,Jaipur,33.4,40.9,10.5,1009.2,Rainy
2023-08-29,Kolkata,31.5,60.3,17.2,1007.8,Sunny
2023-08-29,Lucknow,36.6,71.2,15.2,1008.8,Sunny
2023-08-29,Mumbai,30.7,85.2,13.3,1009.3,Cloudy
2023-08-29,Nagpur,40.4,49.4,16.7,994.9,Foggy
2023-08-29,Pune,25.9,54.8,3.5,1013.7,Partly Cloudy
2023-08-29,Wardha,37.5,47.4,15.8,1012.3,Partly Cloudy
2023-08-29,Washim,29.7,45.2,8.0,1013.0,Sunny
2023-08-29,Yavatmal,38.7,45.3,13.0,1000.3,Stormy
2023-08-30,Ahmedabad,32.2,44.0,14.6,1017.0,Stormy
2023-08-30,Akola,38.2,41.2,16.6,1004.6,Sunny
2023-08-30,Amravati,33.5,44.3,10.0,1013.2,Foggy
2023-08-30,Bengaluru,27.4,56.1,12.9,1017.1,Sunny
2023-08-30,Bhandara,34.0,52.0,20.0,1005.5,Windy
2023-08-30,Chandrapur,39.0,40.1,12.0,1004.9,Stormy
2023-08-30,Chennai,32.9,63.9,8.9,1007.0,Rainy
2023-08-30,Delhi,33.3,59.6,17.3,1002.1,Partly Cloudy
2023-08-30,Gadchiroli,39.1,54.5,13.0,1009.1,Windy
2023-08-30,Gondia,35.6,62.5,11.4,1002.9,Rainy
2023-08-30,Hyderabad,31.0,60.3,7.6,1004.7,Rainy
2023-08-30,Jaipur,39.3,38.9,11.9,1008.7,Partly Cloudy
2023-08-30,Kolkata,33.6,61.9,18.1,1022.8,Sunny
2023-08-30,Lucknow,34.3,56.9,19.0,1009.4,Cloudy
2023-08-30,Mumbai,34.3,72.0,16.5,1007.6,Sunny
2023-08-30,Nagpur,37.2,44.4,5.6,1010.8,Sunny
2023-08-30,Pune,24.2,61.8,10.7,1013.9,Stormy
2023-08-30,Wardha,37.7,47.7,11.9,1004.4,Sunny
2023-08-30,Washim,38.2,59.8,11.5,1004.8,Rainy
2023-08-30,Yavatmal,27.6,42.6,9.3,1006.0,Foggy
2023-08-31,Ahmedabad,38.9,40.7,17.8,998.4,Partly Cloudy
2023-08-31,Akola,35.6,40.6,14.6,1006.3,Sunny
2023-08-31,Amravati,32.9,51.0,18.7,1000.3,Rainy
2023-08-31,Bengaluru,28.0,43.4,12.2,1014.2,Sunny
2023-08-31,Bhandara,39.9,50.7,14.8,1008.2,Stormy
2023-08-31,Chandrapur,35.6,48.6,16.7,1013.8,Cloudy
2023-08-31,Chennai,31.3,59.9,18.0,1000.4,Cloudy
2023-08-31,Delhi,35.6,45.1,13.5,1008.9,Rainy
2023-08-31,Gadchiroli,43.0,44.8,9.1,1005.9,Partly Cloudy
2023-08-31,Gondia,37.6,42.4,9.9,1012.9,Sunny
2023-08-31,Hyderabad,32.9,53.1,9.8,1009.7,Sunny
2023-08-31,Jaipur,39.0,40.0,18.5,1001.6,Partly Cloudy
2023-08-31,Kolkata,33.8,62.2,8.7,1018.5,Cloudy
2023-08-31,Lucknow,31.3,49.7,14.7,1009.0,Stormy
2023-08-31,Mumbai,31.7,67.7,13.2,1003.5,Cloudy
2023-08-31,Nagpur,41.6,38.5,17.4,1007.8,Sunny
2023-08-31,Pune,26.9,49.3,13.3,1016.7,Sunny
2023-08-31,Wardha,30.1,35.9,11.1,996.6,Stormy
2023-08-31,Washim,38.1,46.9,13.2,1003.9,Cloudy
2023-08-31,Yavatmal,31.5,69.1,15.4,1003.5,Cloudy
2023-09-01,Ahmedabad,35.5,53.1,16.3,1005.0,Sunny
2023-09-01,Akola,34.8,48.7,11.3,1005.4,Cloudy
2023-09-01,Amravati,32.5,44.8,8.5,1010.9,Rainy
2023-09-01,Bengaluru,24.5,57.5,8.7,1021.9,Sunny
2023-09-01,Bhandara,27.7,42.8,12.6,996.5,Windy
2023-09-01,Chandrapur,31.9,56.9,6.7,1001.2,Partly Cloudy
2023-09-01,Chennai,28.4,55.9,16.8,1007.6,Cloudy
2023-09-01,Delhi,30.1,53.9,16.4,1011.4,Sunny
2023-09-01,Gadchiroli,24.5,62.8,11.5,1013.7,Windy
2023-09-01,Gondia,30.2,53.0,23.2,1008.3,Windy
2023-09-01,Hyderabad,28.9,57.9,9.6,1011.0,Sunny
2023-09-01,Jaipur,24.4,33.2,13.5,1010.6,Stormy
2023-09-01,Kolkata,29.4,70.4,13.3,1007.4,Partly Cloudy
2023-09-01,Lucknow,33.2,55.1,11.0,1004.0,Sunny
2023-09-01,Mumbai,29.6,69.8,11.1,1013.0,Sunny
2023-09-01,Nagpur,30.8,50.8,12.0,1005.9,Cloudy
2023-09-01,Pune,23.9,61.4,5.6,1012.6,Foggy
2023-09-01,Wardha,29.6,39.0,10.3,1011.2,Cloudy
2023-09-01,Washim,31.8,43.8,8.5,1009.7,Sunny
2023-09-01,Yavatmal,30.4,52.4,8.0,1009.8,Cloudy
2023-09-02,Ahmedabad,29.9,38.7,6.0,1006.4,Rainy
2023-09-02,Akola,24.8,50.4,14.0,1011.0,Partly Cloudy
2023-09-02,Amravati,30.2,42.4,8.7,1005.0,Stormy
2023-09-02,Bengaluru,25.6,58.1,10.7,1021.7,Cloudy
2023-09-02,Bhandara,26.4,56.3,10.8,1008.2,Sunny
2023-09-02,Chandrapur,26.6,70.9,8.5,1010.9,Sunny
2023-09-02,Chennai,31.9,62.7,14.8,1011.1,Cloudy
2023-09-02,Delhi,22.7,55.1,20.0,1015.6,Rainy
2023-09-02,Gadchiroli,33.3,57.3,9.4,1004.8,Cloudy
2023-09-02,Gondia,23.6,50.8,5.3,1006.7,Partly Cloudy
2023-09-02,Hyderabad,27.2,61.8,7.2,1012.9,Sunny
2023-09-02,Jaipur,25.1,24.2,15.7,1002.1,Partly Cloudy
2023-09-02,Kolkata,24.2,68.1,8.8,1006.7,Cloudy
2023-09-02,Lucknow,20.9,52.7,12.4,1004.1,Windy
2023-09-02,Mumbai,30.1,68.3,15.4,1012.8,Sunny
2023-09-02,Nagpur,33.5,33.9,10.0,1006.6,Cloudy
2023-09-02,Pune,22.6,71.4,11.1,1009.6,Foggy
2023-09-02,Wardha,28.3,59.8,15.4,1003.3,Sunny
2023-09-02,Washim,33.5,36.9,14.2,1006.0,Rainy
2023-09-02,Yavatmal,26.7,54.3,6.6,1005.1,Rainy
2023-09-03,Ahmedabad,31.0,43.2,10.3,1012.7,Rainy
2023-09-03,Akola,26.8,39.4,8.1,1004.6,Sunny
2023-09-03,Amravati,26.2,44.5,10.9,1006.3,Sunny
2023-09-03,Bengaluru,23.3,53.4,7.6,1016.2,Sunny
2023-09-03,Bhandara,28.7,54.3,9.1,1002.8,Rainy
2023-09-03,Chandrapur,34.1,41.1,10.8,1008.2,Partly Cloudy
2023-09-03,Chennai,30.8,54.2,11.8,1011.1,Cloudy
2023-09-03,Delhi,25.8,48.7,16.1,1012.4,Sunny
2023-09-03,Gadchiroli,27.6,55.2,13.2,1018.2,Partly Cloudy
2023-09-03,Gondia,27.6,35.6,14.1,1008.1,Rainy
2023-09-03,Hyderabad,26.4,70.2,11.9,1012.6,Rainy
2023-09-03,Jaipur,28.5,46.9,11.1,1005.4,Partly Cloudy
2023-09-03,Kolkata,28.0,67.7,9.9,1024.7,Rainy
2023-09-03,Lucknow,29.9,64.7,12.9,1003.5,Rainy
2023-09-03,Mumbai,32.9,81.7,24.0,1006.9,Sunny
2023-09-03,Nagpur,30.6,39.5,6.4,1017.2,Sunny
2023-09-03,Pune,24.9,61.6,7.8,1015.3,Windy
2023-09-03,Wardha,31.4,51.8,13.8,1010.9,Stormy
2023-09-03,Washim,33.1,41.5,15.7,1007.0,Cloudy
2023-09-03,Yavatmal,31.2,37.6,12.0,1002.9,Sunny
2023-09-04,Ahmedabad,23.2,45.9,18.8,1005.6,Cloudy
2023-09-04,Akola,39.5,31.0,13.9,1008.3,Rainy
2023-09-04,Amravati,25.4,45.4,12.6,996.7,Rainy
2023-09-04,Bengaluru,25.7,60.2,10.1,1015.6,Sunny
2023-09-04,Bhandara,34.6,66.5,14.1,1004.7,Sunny
2023-09-04,Chandrapur,28.0,53.5,11.9,1005.4,Sunny
2023-09-04,Chennai,32.2,75.9,23.2,997.7,Sunny
2023-09-04,Delhi,25.3,60.2,13.0,1011.8,Rainy
2023-09-04,Gadchiroli,26.5,59.3,10.2,1002.7,Sunny
2023-09-04,Gondia,29.7,44.8,6.3,1002.1,Sunny
2023-09-04,Hyderabad,30.4,62.2,1.9,1007.3,Sunny
2023-09-04,Jaipur,26.6,51.6,5.3,1003.1,Sunny
2023-09-04,Kolkata,27.5,63.9,8.6,1003.6,Rainy
2023-09-04,Lucknow,24.5,61.5,1.9,1006.9,Rainy
2023-09-04,Mumbai,28.4,71.9,12.7,1004.5,Rainy
2023-09-04,Nagpur,32.4,48.9,16.1,1011.1,Partly Cloudy
2023-09-04,Pune,27.2,66.3,13.7,1007.4,Sunny
2023-09-04,Wardha,36.9,52.6,14.4,1010.0,Cloudy
2023-09-04,Washim,31.0,54.9,9.4,1014.8,Partly Cloudy
2023-09-04,Yavatmal,25.6,49.1,5.8,1008.7,Sunny
2023-09-05,Ahmedabad,28.6,33.5,8.9,1002.2,Rainy
2023-09-05,Akola,31.5,49.2,15.9,1008.3,Sunny
2023-09-05,Amravati,34.7,57.5,18.0,1005.2,Cloudy
2023-09-05,Bengaluru,25.8,56.6,5.3,1014.3,Stormy
2023-09-05,Bhandara,26.4,49.6,9.8,1001.1,Sunny
2023-09-05,Chandrapur,41.4,45.8,1.9,1002.3,Foggy
2023-09-05,Chennai,30.5,80.7,14.2,1007.6,Sunny
2023-09-05,Delhi,24.6,54.0,16.2,1008.3,Cloudy
2023-09-05,Gadchiroli,27.8,64.2,13.7,1006.1,Cloudy
2023-09-05,Gondia,32.5,52.9,14.8,1010.0,Partly Cloudy
2023-09-05,Hyderabad,27.5,49.3,12.4,1011.0,Sunny
2023-09-05,Jaipur,26.7,29.0,15.6,1010.0,Partly Cloudy
2023-09-05,Kolkata,24.3,55.4,4.1,1008.7,Sunny
2023-09-05,Lucknow,22.9,55.7,5.4,1005.4,Cloudy
2023-09-05,Mumbai,31.3,85.4,14.6,1017.8,Sunny
2023-09-05,Nagpur,34.1,62.4,13.2,1001.7,Sunny
2023-09-05,Pune,26.5,52.0,1.7,1012.6,Cloudy
2023-09-05,Wardha,32.6,57.6,16.5,1004.8,Rainy
2023-09-05,Washim,35.1,49.0,4.4,1003.0,Partly Cloudy
2023-09-05,Yavatmal,38.2,42.0,9.6,1014.4,Cloudy
2023-09-06,Ahmedabad,27.8,30.6,3.1,1006.3,Sunny
2023-09-06,Akola,32.6,31.2,11.9,1012.2,Sunny
2023-09-06,Amravati,30.9,37.9,9.0,1002.6,Sunny
2023-09-06,Bengaluru,25.7,60.6,6.8,1000.7,Windy
2023-09-06,Bhandara,29.1,59.0,7.1,1012.3,Sunny
2023-09-06,Chandrapur,31.7,52.6,9.9,1000.5,Cloudy
2023-09-06,Chennai,31.0,67.0,19.6,1004.6,Cloudy
2023-09-06,Delhi,33.4,58.4,12.6,1009.9,Rainy
2023-09-06,Gadchiroli,31.8,53.3,6.2,1005.4,Sunny
2023-09-06,Gondia,29.7,56.4,2.6,1006.7,Rainy
2023-09-06,Hyderabad,27.4,52.3,15.9,1019.6,Cloudy
2023-09-06,Jaipur,24.8,38.6,14.3,1009.5,Sunny
2023-09-06,Kolkata,28.0,59.1,11.4,1009.1,Sunny
2023-09-06,Lucknow,18.9,70.9,10.6,1016.1,Cloudy
2023-09-06,Mumbai,28.1,72.3,17.4,1011.2,Cloudy
2023-09-06,Nagpur,27.1,62.1,14.6,1006.6,Foggy
2023-09-06,Pune,25.9,51.2,13.8,1006.1,Stormy
2023-09-06,Wardha,38.3,55.8,11.8,1000.9,Stormy
2023-09-06,Washim,29.7,34.7,12.9,1011.4,Sunny
2023-09-06,Yavatmal,28.3,58.1,3.7,1007.3,Partly Cloudy
2023-09-07,Ahmedabad,27.3,44.8,21.3,1004.1,Windy
2023-09-07,Akola,27.2,48.6,15.0,1005.6,Windy
2023-09-07,Amravati,29.5,40.0,9.2,1006.4,Stormy
2023-09-07,Bengaluru,22.9,61.0,8.9,1007.0,Partly Cloudy
2023-09-07,Bhandara,28.1,58.6,8.8,1005.2,Stormy
2023-09-07,Chandrapur,30.2,55.5,10.8,1022.1,Sunny
2023-09-07,Chennai,32.1,73.1,14.1,1014.5,Rainy
2023-09-07,Delhi,28.5,47.9,12.1,1014.2,Sunny
2023-09-07,Gadchiroli,29.2,72.0,6.6,1009.8,Sunny
2023-09-07,Gondia,30.8,56.9,14.9,1009.2,Rainy
2023-09-07,Hyderabad,29.2,57.4,9.9,1005.7,Sunny
2023-09-07,Jaipur,28.7,63.1,16.9,1001.3,Sunny
2023-09-07,Kolkata,27.4,73.7,12.2,1009.0,Partly Cloudy
2023-09-07,Lucknow,19.4,55.4,9.7,1018.0,Cloudy
2023-09-07,Mumbai,28.0,68.7,11.7,1012.0,Windy
2023-09-07,Nagpur,33.3,57.8,9.9,1011.9,Cloudy
2023-09-07,Pune,27.0,55.7,3.7,1010.2,Cloudy
2023-09-07,Wardha,26.0,54.8,8.4,1007.9,Sunny
2023-09-07,Washim,32.0,33.7,17.2,1008.4,Sunny
2023-09-07,Yavatmal,35.5,60.8,7.3,1007.9,Cloudy
2023-09-08,Ahmedabad,27.9,55.7,15.2,1010.9,Sunny
2023-09-08,Akola,33.9,51.9,6.9,1006.8,Windy
2023-09-08,Amravati,30.9,31.3,5.3,1001.9,Cloudy
2023-09-08,Bengaluru,23.7,52.4,6.2,1014.5,Rainy
2023-09-08,Bhandara,32.7,47.2,6.2,1007.0,Rainy
2023-09-08,Chandrapur,31.4,62.1,7.7,1011.5,Rainy
2023-09-08,Chennai,32.9,61.3,18.7,1007.6,Foggy
2023-09-08,Delhi,22.5,51.5,10.6,1001.3,Sunny
2023-09-08,Gadchiroli,29.7,49.2,4.4,1007.0,Stormy
2023-09-08,Gondia,32.1,59.1,11.0,1003.5,Cloudy
2023-09-08,Hyderabad,27.0,62.0,13.4,1013.4,Cloudy
2023-09-08,Jaipur,28.9,46.5,13.3,1004.0,Partly Cloudy
2023-09-08,Kolkata,29.2,65.6,8.3,1000.3,Sunny
2023-09-08,Lucknow,26.5,59.4,8.5,1013.5,Sunny
2023-09-08,Mumbai,30.0,67.2,19.1,1012.2,Cloudy
2023-09-08,Nagpur,34.8,37.7,13.7,1011.8,Windy
2023-09-08,Pune,23.2,56.6,10.2,1010.4,Sunny
2023-09-08,Wardha,25.4,54.1,11.4,999.2,Cloudy
2023-09-08,Washim,27.9,58.5,8.2,1001.5,Rainy
2023-09-08,Yavatmal,31.4,41.7,15.6,1002.3,Cloudy
2023-09-09,Ahmedabad,28.2,42.2,11.3,1017.9,Rainy
2023-09-09,Akola,37.5,55.0,6.4,1007.9,Sunny
2023-09-09,Amravati,31.1,57.4,4.9,1002.4,Partly Cloudy
2023-09-09,Bengaluru,24.4,56.8,8.0,1017.1,Sunny
2023-09-09,Bhandara,26.6,35.2,1.6,1015.1,Rainy
2023-09-09,Chandrapur,25.8,50.1,17.9,1004.6,Rainy
2023-09-09,Chennai,30.6,54.5,16.2,995.6,Cloudy
2023-09-09,Delhi,30.3,60.8,18.3,1006.3,Cloudy
2023-09-09,Gadchiroli,30.0,58.6,5.4,1001.0,Sunny
2023-09-09,Gondia,31.5,46.2,6.6,1016.9,Sunny
2023-09-09,Hyderabad,28.5,48.7,11.0,1005.7,Cloudy
2023-09-09,Jaipur,22.3,52.5,22.7,1004.1,Sunny
2023-09-09,Kolkata,28.2,62.7,15.4,1011.5,Stormy
2023-09-09,Lucknow,26.3,52.3,11.6,1009.5,Sunny
2023-09-09,Mumbai,30.0,66.1,7.7,1004.0,Partly Cloudy
2023-09-09,Nagpur,38.9,52.4,16.9,998.5,Foggy
2023-09-09,Pune,24.1,65.6,8.2,1008.1,Sunny
2023-09-09,Wardha,35.5,50.1,10.2,1008.4,Cloudy
2023-09-09,Washim,23.6,45.8,16.7,1000.6,Sunny
2023-09-09,Yavatmal,31.2,41.0,12.7,1003.2,Foggy
2023-09-10,Ahmedabad,25.3,43.3,10.6,1010.6,Cloudy
2023-09-10,Akola,37.8,45.0,14.1,1002.8,Windy
2023-09-10,Amravati,30.2,50.4,10.1,1002.3,Rainy
2023-09-10,Bengaluru,21.8,60.6,9.3,1015.4,Stormy
2023-09-10,Bhandara,32.0,54.3,2.2,1011.8,Cloudy
2023-09-10,Chandrapur,31.6,58.9,10.1,1005.4,Partly Cloudy
2023-09-10,Chennai,29.8,70.4,16.1,1008.8,Partly Cloudy
2023-09-10,Delhi,34.6,52.0,8.7,1004.1,Partly Cloudy
2023-09-10,Gadchiroli,34.9,60.2,15.5,997.5,Cloudy
2023-09-10,Gondia,28.9,50.1,4.7,1008.8,Foggy
2023-09-10,Hyderabad,27.2,60.8,21.4,1008.9,Windy
2023-09-10,Jaipur,26.5,55.0,9.2,1010.2,Rainy
2023-09-10,Kolkata,26.7,56.8,9.3,1004.1,Partly Cloudy
2023-09-10,Lucknow,23.3,57.7,12.0,1007.4,Cloudy
2023-09-10,Mumbai,25.5,76.1,12.4,1017.5,Cloudy
2023-09-10,Nagpur,31.3,43.1,13.4,1003.5,Sunny
2023-09-10,Pune,26.2,51.2,9.6,1018.5,Rainy
2023-09-10,Wardha,31.4,50.7,9.2,1009.4,Stormy
2023-09-10,Washim,28.2,46.4,7.6,995.3,Cloudy
2023-09-10,Yavatmal,30.0,41.6,7.7,1010.3,Partly Cloudy
2023-09-11,Ahmedabad,28.4,54.2,16.5,1010.8,Windy
2023-09-11,Akola,25.9,62.1,20.9,1005.2,Cloudy
2023-09-11,Amravati,25.1,38.1,6.5,1012.7,Sunny
2023-09-11,Bengaluru,26.6,69.5,11.6,1009.5,Sunny
2023-09-11,Bhandara,25.7,64.0,9.2,1007.3,Sunny
2023-09-11,Chandrapur,35.2,62.6,6.8,1003.0,Sunny
2023-09-11,Chennai,32.5,73.1,12.7,997.3,Foggy
2023-09-11,Delhi,30.7,68.8,18.1,1009.9,Cloudy
2023-09-11,Gadchiroli,27.7,54.3,5.8,1010.8,Rainy
2023-09-11,Gondia,32.1,62.5,13.3,1006.1,Cloudy
2023-09-11,Hyderabad,22.8,65.1,15.9,1016.7,Foggy
2023-09-11,Jaipur,25.7,38.1,8.7,1003.4,Partly Cloudy
2023-09-11,Kolkata,30.2,54.2,8.5,1016.2,Sunny
2023-09-11,Lucknow,25.3,52.2,3.9,1004.8,Rainy
2023-09-11,Mumbai,31.9,61.6,12.8,1008.0,Cloudy
2023-09-11,Nagpur,23.4,49.5,6.8,1000.3,Rainy
2023-09-11,Pune,24.1,56.3,4.9,1018.1,Cloudy
2023-09-11,Wardha,32.7,56.3,8.4,1003.7,Partly Cloudy
2023-09-11,Washim,31.4,45.2,9.4,1004.8,Cloudy
2023-09-11,Yavatmal,34.4,65.5,11.5,1007.5,Foggy
2023-09-12,Ahmedabad,26.7,43.8,15.9,1012.2,Cloudy
2023-09-12,Akola,36.7,34.9,11.4,1001.5,Sunny
2023-09-12,Amravati,32.4,46.2,3.8,1006.1,Cloudy
2023-09-12,Bengaluru,24.0,62.1,13.8,1018.7,Rainy
2023-09-12,Bhandara,33.5,56.5,0.8,1003.4,Foggy
2023-09-12,Chandrapur,33.7,44.0,15.1,998.6,Foggy
2023-09-12,Chennai,30.7,83.6,18.1,1009.3,Partly Cloudy
2023-09-12,Delhi,21.5,51.8,14.0,1014.2,Cloudy
2023-09-12,Gadchiroli,35.9,68.9,8.5,1000.1,Foggy
2023-09-12,Gondia,31.4,63.7,19.2,1000.7,Sunny
2023-09-12,Hyderabad,28.8,54.0,8.5,1000.8,Partly Cloudy
2023-09-12,Jaipur,29.1,60.7,12.3,1006.4,Sunny
2023-09-12,Kolkata,22.7,62.4,13.1,1001.7,Cloudy
2023-09-12,Lucknow,25.5,57.8,4.5,1009.3,Cloudy
2023-09-12,Mumbai,26.6,65.5,14.6,1014.1,Stormy
2023-09-12,Nagpur,24.6,57.6,13.1,1009.2,Cloudy
2023-09-12,Pune,24.2,65.6,17.6,1019.6,Sunny
2023-09-12,Wardha,30.9,41.5,12.2,999.5,Cloudy
2023-09-12,Washim,25.2,48.9,15.0,1001.6,Rainy
2023-09-12,Yavatmal,33.4,44.5,11.4,1010.8,Rainy
2023-09-13,Ahmedabad,32.5,51.2,15.3,1008.3,Foggy
2023-09-13,Akola,32.0,57.6,14.5,1009.4,Sunny
2023-09-13,Amravati,27.4,51.6,7.0,1009.2,Sunny
2023-09-13,Bengaluru,24.5,54.7,8.1,1021.4,Foggy
2023-09-13,Bhandara,31.8,61.3,4.4,1003.4,Stormy
2023-09-13,Chandrapur,30.2,38.2,9.1,1003.1,Partly Cloudy
2023-09-13,Chennai,30.4,86.5,21.6,1019.9,Windy
2023-09-13,Delhi,25.3,56.8,6.4,1005.0,Stormy
2023-09-13,Gadchiroli,37.6,67.4,9.5,1003.6,Cloudy
2023-09-13,Gondia,28.1,62.8,10.1,1009.1,Sunny
2023-09-13,Hyderabad,28.5,73.8,17.2,1021.5,Rainy
2023-09-13,Jaipur,30.3,28.1,11.8,1005.8,Sunny
2023-09-13,Kolkata,27.8,75.1,4.8,1009.3,Sunny
2023-09-13,Lucknow,24.3,50.2,8.3,1008.2,Foggy
2023-09-13,Mumbai,29.8,82.6,6.1,1017.3,Sunny
2023-09-13,Nagpur,27.8,55.3,14.0,1001.5,Foggy
2023-09-13,Pune,28.7,58.7,5.9,1012.1,Foggy
2023-09-13,Wardha,31.7,40.6,12.6,1015.1,Rainy
2023-09-13,Washim,27.8,52.4,9.0,1007.2,Cloudy
2023-09-13,Yavatmal,30.8,47.5,13.5,999.8,Windy
2023-09-14,Ahmedabad,31.1,66.3,13.2,1004.0,Partly Cloudy
2023-09-14,Akola,21.9,39.9,0.0,1013.8,Rainy
2023-09-14,Amravati,29.5,52.7,5.1,1008.5,Partly Cloudy
2023-09-14,Bengaluru,23.1,63.2,15.3,1018.7,Stormy
2023-09-14,Bhandara,32.3,48.9,10.9,1009.2,Stormy
2023-09-14,Chandrapur,37.1,41.2,10.3,1003.7,Cloudy
2023-09-14,Chennai,30.5,67.8,11.9,1013.8,Rainy
2023-09-14,Delhi,31.6,62.5,13.5,996.0,Rainy
2023-09-14,Gadchiroli,30.7,67.8,16.6,1010.1,Foggy
2023-09-14,Gondia,28.7,57.1,7.8,1007.6,Cloudy
2023-09-14,Hyderabad,28.7,52.1,21.6,1004.5,Rainy
2023-09-14,Jaipur,30.9,46.1,12.2,1005.4,Rainy
2023-09-14,Kolkata,23.8,63.5,14.6,997.9,Sunny
2023-09-14,Lucknow,22.4,54.5,12.3,1003.8,Cloudy
2023-09-14,Mumbai,32.1,64.4,19.4,1010.4,Sunny
2023-09-14,Nagpur,35.6,60.3,17.7,1013.8,Windy
2023-09-14,Pune,25.2,56.9,6.2,1010.8,Cloudy
2023-09-14,Wardha,33.5,49.7,7.2,1004.3,Cloudy
2023-09-14,Washim,37.2,42.9,4.5,1007.9,Sunny
2023-09-14,Yavatmal,31.5,54.5,3.9,1013.4,Rainy
2023-09-15,Ahmedabad,31.1,40.4,8.9,1004.5,Cloudy
2023-09-15,Akola,25.8,46.3,13.4,996.5,Sunny
2023-09-15,Amravati,32.6,56.1,9.7,1003.4,Cloudy
2023-09-15,Bengaluru,21.9,73.7,13.8,1018.9,Partly Cloudy
2023-09-15,Bhandara,30.6,60.2,6.0,1002.3,Partly Cloudy
2023-09-15,Chandrapur,29.8,43.9,9.9,1013.2,Cloudy
2023-09-15,Chennai,30.1,77.3,12.7,1008.3,Rainy
2023-09-15,Delhi,24.5,43.7,3.6,1005.9,Cloudy
2023-09-15,Gadchiroli,31.4,55.9,12.2,1009.4,Rainy
2023-09-15,Gondia,31.3,42.4,12.8,1017.4,Partly Cloudy
2023-09-15,Hyderabad,23.8,59.6,11.1,1001.0,Partly Cloudy
2023-09-15,Jaipur,26.5,44.8,12.6,1015.6,Foggy
2023-09-15,Kolkata,25.8,71.2,9.4,998.2,Sunny
2023-09-15,Lucknow,27.9,52.9,9.2,1005.0,Rainy
2023-09-15,Mumbai,33.5,78.9,15.7,1004.1,Rainy
2023-09-15,Nagpur,38.9,38.7,13.3,1012.5,Sunny
2023-09-15,Pune,28.5,58.9,18.2,1017.0,Cloudy
2023-09-15,Wardha,31.9,50.2,11.3,1006.0,Windy
2023-09-15,Washim,30.0,56.4,12.8,998.4,Sunny
2023-09-15,Yavatmal,35.9,33.2,0.0,1009.5,Cloudy
2023-09-16,Ahmedabad,33.1,43.6,13.9,1011.5,Windy
2023-09-16,Akola,24.5,47.3,9.0,1011.0,Rainy
